"Modelo","Acuracia","Sensibilidade","Especificidade","Precisao","Recall","F1","AUC","Acc_CV","Cenario","Painel_Base","N_Features","Features","Origens","Custo_Total","Custo_Componentes"
"Decision Tree",64.21,81.25,46.81,60.94,81.25,69.64,65.91,79.01,"70/30","pruned_top_09",9,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",80,87.5,72.34,76.36,87.5,81.55,85.06,74.59,"70/30","pruned_top_09",9,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"KNN",75.79,87.5,63.83,71.19,87.5,78.5,86.13,70.55,"70/30","pruned_top_09",9,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Logistic Regression",81.05,93.75,68.09,75,93.75,83.33,88.92,79.51,"70/30","pruned_top_10",10,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Random Forest",76.84,87.5,65.96,72.41,87.5,79.25,85.86,78.58,"70/30","pruned_top_10",10,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"AdaBoost",24.21,8.33,40.43,12.5,8.33,10,81.91,19.19,"70/30","pruned_top_10",10,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Gradient Boosting",71.58,87.5,55.32,66.67,87.5,75.68,79.08,79.91,"70/30","pruned_top_10",10,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"MLP",77.89,89.58,65.96,72.88,89.58,80.37,88.08,80.82,"70/30","pruned_top_10",10,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"SVM Radial",81.05,89.58,72.34,76.79,89.58,82.69,87.46,74.56,"70/30","pruned_top_10",10,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Decision Tree",64.21,81.25,46.81,60.94,81.25,69.64,65.91,79.01,"70/30","pruned_top_10",10,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",75.79,81.25,70.21,73.58,81.25,77.23,84.66,72.36,"70/30","pruned_top_10",10,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"KNN",76.84,91.67,61.7,70.97,91.67,80,85.73,68.32,"70/30","pruned_top_10",10,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Logistic Regression",82.11,93.75,70.21,76.27,93.75,84.11,88.96,79.06,"70/30","pruned_top_11",11,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Random Forest",76.84,87.5,65.96,72.41,87.5,79.25,87.06,76.35,"70/30","pruned_top_11",11,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"AdaBoost",26.32,12.5,40.43,17.65,12.5,14.63,81.87,20.1,"70/30","pruned_top_11",11,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Gradient Boosting",75.79,89.58,61.7,70.49,89.58,78.9,80.9,79.02,"70/30","pruned_top_11",11,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"MLP",76.84,91.67,61.7,70.97,91.67,80,88.12,80.83,"70/30","pruned_top_11",11,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"SVM Radial",80,89.58,70.21,75.44,89.58,81.9,88.7,73.2,"70/30","pruned_top_11",11,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Decision Tree",64.21,81.25,46.81,60.94,81.25,69.64,65.91,79.01,"70/30","pruned_top_11",11,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",78.95,85.42,72.34,75.93,85.42,80.39,84.84,71.91,"70/30","pruned_top_11",11,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"KNN",76.84,87.5,65.96,72.41,87.5,79.25,85.82,69.2,"70/30","pruned_top_11",11,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Logistic Regression",81.05,93.75,68.09,75,93.75,83.33,89.1,78.14,"70/30","pruned_top_12",12,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Random Forest",74.74,87.5,61.7,70,87.5,77.78,86.75,78.58,"70/30","pruned_top_12",12,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"AdaBoost",26.32,12.5,40.43,17.65,12.5,14.63,81.87,20.11,"70/30","pruned_top_12",12,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Gradient Boosting",75.79,89.58,61.7,70.49,89.58,78.9,80.9,79.02,"70/30","pruned_top_12",12,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"MLP",76.84,91.67,61.7,70.97,91.67,80,88.08,79.03,"70/30","pruned_top_12",12,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"SVM Radial",81.05,89.58,72.34,76.79,89.58,82.69,89.14,73.22,"70/30","pruned_top_12",12,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Decision Tree",64.21,81.25,46.81,60.94,81.25,69.64,65.91,79.01,"70/30","pruned_top_12",12,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",49.47,0,100,NA,0,NA,84.84,60.3,"70/30","pruned_top_12",12,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"KNN",76.84,85.42,68.09,73.21,85.42,78.85,84.44,67.87,"70/30","pruned_top_12",12,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Logistic Regression",80,93.75,65.96,73.77,93.75,82.57,89.05,78.59,"70/30","pruned_top_13",13,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Random Forest",76.84,89.58,63.83,71.67,89.58,79.63,86.79,78.13,"70/30","pruned_top_13",13,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"AdaBoost",25.26,12.5,38.3,17.14,12.5,14.46,83.95,20.99,"70/30","pruned_top_13",13,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Gradient Boosting",74.74,89.58,59.57,69.35,89.58,78.18,81.47,78.12,"70/30","pruned_top_13",13,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"MLP",76.84,91.67,61.7,70.97,91.67,80,87.1,76.81,"70/30","pruned_top_13",13,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"SVM Radial",82.11,89.58,74.47,78.18,89.58,83.5,89.05,73.68,"70/30","pruned_top_13",13,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Decision Tree",64.21,81.25,46.81,60.94,81.25,69.64,65.91,78.57,"70/30","pruned_top_13",13,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",49.47,0,100,NA,0,NA,84.57,61.65,"70/30","pruned_top_13",13,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"KNN",74.74,85.42,63.83,70.69,85.42,77.36,81.94,66.98,"70/30","pruned_top_13",13,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Logistic Regression",77.89,91.67,63.83,72.13,91.67,80.73,86.26,76.36,"70/30","pruned_top_14",14,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Random Forest",76.84,87.5,65.96,72.41,87.5,79.25,85.53,78.13,"70/30","pruned_top_14",14,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"AdaBoost",26.32,10.42,42.55,15.63,10.42,12.5,82.27,20.99,"70/30","pruned_top_14",14,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Gradient Boosting",75.79,85.42,65.96,71.93,85.42,78.1,79.61,78.12,"70/30","pruned_top_14",14,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"MLP",72.63,87.5,57.45,67.74,87.5,76.36,86.13,78.6,"70/30","pruned_top_14",14,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"SVM Radial",81.05,89.58,72.34,76.79,89.58,82.69,87.68,74.56,"70/30","pruned_top_14",14,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Decision Tree",64.21,81.25,46.81,60.94,81.25,69.64,65.91,78.57,"70/30","pruned_top_14",14,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",50.53,2.08,100,100,2.08,4.08,84.09,59.86,"70/30","pruned_top_14",14,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"KNN",73.68,85.42,61.7,69.49,85.42,76.64,80.74,65.18,"70/30","pruned_top_14",14,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Logistic Regression",76.84,91.67,61.7,70.97,91.67,80,84.88,76.83,"70/30","pruned_top_15",15,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age, Creatinine","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Random Forest",72.63,87.5,57.45,67.74,87.5,76.36,85.2,77.24,"70/30","pruned_top_15",15,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age, Creatinine","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"AdaBoost",26.32,10.42,42.55,15.63,10.42,12.5,82.49,22.32,"70/30","pruned_top_15",15,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age, Creatinine","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Gradient Boosting",71.58,85.42,57.45,67.21,85.42,75.23,80.41,76.79,"70/30","pruned_top_15",15,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age, Creatinine","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"MLP",73.68,87.5,59.57,68.85,87.5,77.06,85.64,79.05,"70/30","pruned_top_15",15,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age, Creatinine","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"SVM Radial",78.95,89.58,68.09,74.14,89.58,81.13,86.13,75.01,"70/30","pruned_top_15",15,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age, Creatinine","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Decision Tree",64.21,81.25,46.81,60.94,81.25,69.64,65.91,78.57,"70/30","pruned_top_15",15,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age, Creatinine","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"Naive Bayes",51.58,4.17,100,100,4.17,8,82.58,60.3,"70/30","pruned_top_15",15,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age, Creatinine","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
"KNN",74.74,83.33,65.96,71.43,83.33,76.92,82.23,65.2,"70/30","pruned_top_15",15,"CRP, VitaminD, ECW, TBFR, AST, ECF_TBW, HDL, HFA, Hyperlipidemia, Gender, Protein, Comorbidity, VFR, Age, Creatinine","Historia + Laboratorio + Bioimpedancia + HFA",10,"Historia=1 + Laboratorio=2 + Bioimpedancia=3 + HFA=4"
